MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
677,Sõrve kivilaev,,,jah,27879,,,,,,,,,13.9,5.3,,,,,"Puidust laevajäänus kogupikkusega 13,9 meetrit ja laiusega 5,3 meetrit. Vöör ja ahter terava kujuga, täävid tammised. Ahtritäävi küljes raudhingedega puidust roolileht laiusega 0,8 meetrit. Välisplangutuse paksus varieerub piirides 4-6 cm. Puit ilmselt mänd. Siseplangutus valdavalt sama paksudest plankudest. Kaared tugevad, valdavalt tammest. Plangutus karveel. Ehituslaadilt sarnasust Maasilinna laevaga (plankude kinnitus vöörtäävile). Tugevad kaared ja paks siseplangutus viitab kaubaalusele, mida võidi kasutada kivikaubanduse transpordilaevana.",mai 2004 - vraki inspekteerimine,,,,,,,,,jah,57.9057,22.0526,57.9056,22.0526,,Sõrve sääre tipu lähistel meres,,,,Sõrve,poolsaar,,,,,,,Meremuuseum inspekteeris vrakki 2004. aasta maikuus.,ei,,,,"A345 lk.30-32, fotod",w_blue,ltblu_circle,"Sõrve kivilaev, Raj. VI -   , Sõrve sääre tipu lähistel meres asuv puidust laevajäänus kogupikkusega 13,9 meetrit ja laiusega 5,3 meetrit. Vöör ja ahter terava kujuga, täävid tammised. Ahtritäävi küljes raudhingedega puidust roolileht laiusega 0,8 meetrit. Välisplangutuse paksus varieerub piirides 4-6 cm. Puit ilmselt mänd. Siseplangutus valdavalt sama paksudest plankudest. Kaared tugevad, valdavalt tammest. Plangutus karveel. Ehituslaadilt sarnasust Maasilinna laevaga (plankude kinnitus vöörtäävile). Tugevad kaared ja paks siseplangutus viitab kaubaalusele, mida võidi kasutada  kivikaubanduse transpordilaevana. Meremuuseum inspekteeris vrakki 2004. aasta maikuus. Koordinaadid 57*54,340´N; 22*03,157´E (A345 lk.30-32, fotod)"
2155,Svjatoi Aleksandr Nevski,Svjatoi Aleksandr Nevski,,jah,30229,,,Venemaa,1762,18. sajand,liinilaev,,,47.39,13.25,,,,,"66 suurtükiga liinilaev. Vraki pikkus ligi 42 m, laius 11 m.","1762 - ehitamine, Arhangelsk, Venemaa
04.08.1764 - põlemine, lammutamine
2009 - leidmine",,,,,,,,,lammutatud,59.4481,24.7893,,,,,tulekahju,1764,,Tallinna laht,rannikulähedane,Läks Tallinna sadamas 04.08.1764.a. põlema. Veeti sadamast välja madalvette ja lammutati võimalust mööda.,,,,2009,,Leitud 2009.a. aerofoto järgi. Uuritud sonariga ja sukeldudes. Ühe hüpoteesina võib olla ka Svjatoi Pavel,ei,,,,"A5 lk.31, A45 lk.365 B Ossiptšuk, Peremees",mechanic,red_circle,"Svjatoi Aleksandr Nevski (?) (Vt.Liini), Raj. II - ,  66 suurtükiga liinilaev, ehit. Arhanglskis 1762. L=47,39 m  B=13,25 m. Läks Tallinna sadamas 04.08.1764.a. põlema. Veeti sadamast välja madalvette ja lammutati võimalust mööda. Leitud 2009.a. aerofoto järgi. Koordinaadid 59*26,8870´N; 24*47,3600´E (A5 lk.31, A45 lk.365 B Ossiptšuk, Peremees) Liini vrakk, Raj. II – , suure, vanemat tüüpi purjesõjalaeva (liinilaev) vrakk Tallinna lahel, Russalka monumendi vastas mere põhjas. Näha aerofotol. Koordinaadid 59*26,887´N; 24*47,250´E. Pikkus ligi 42 m, laius 11 meetrit. Uuritud sonariga ja sukeldudes. Arvatav Svjatoi Pavel või Svjatoi Aleksandr Nevski. (B Ossiptšuk)"
2147,Laevavrakkidest rajatis (MKA) või Svjatoi (MM),,,jah,30952,,,Venemaa,1760ndad,18. sajand ?,,sõjalaev,,33,9,,,,,"Suure, arvatavalt 18. sajandi sõjalaeva vrakk. Dendroanalüüs lubab ehk kinnitada vraki kuulumist ühele 1760-ndail aastail Arhangelskis ehitatud suurtest liinilaevadest. Väljapuhastatud laevajäänuse pikkus on 21,6 ning laius 9,0 meetrit. Vraki kogupikkus küünib 33 meetrini ning selle massiivne ehitusviis lubab hinnata leidu suure purjesõjalaeva vrakiks.","1760ndad - arvatav ehitusaeg
2017 - avastamine",,,,,,,,,jah,59.4429,24.7842,,,,"Kadrioru rannikuosa, endise Tivoli lõbustuspargi alal, Kiikri tn 2",,,,Kadriorg,rannikulähedane,,,Georadari pildi järgi näib 11 m pikkuse vraki loodepoolne senini maetuna kaevandit katnud täitepinnase alla.,"Vrakk on osaliselt lammutatud, selle kiil, kaarestik ning 2 tolli paksune välisplangutus on ligi 15 meetri pikkuselt ära viidud, kuid selle all, liiv-savisel merepõhjal on säilinud vraki põhjaosa kaitseks sinna naelutatud katteplangutus täies ulatuses.",2017,,"avanes 2017. aasta augustis Kadrioru rannikuosal, endise Tivoli lõbustuspargi alal Kiikri tn.2 kaevendis koordinaatides 59*26,572´N ja 24*47,052´E. Järelvalvearheoloog on Ants Kraut. Vraki paiknemiskoht on mõõdistatud, plaanistatud ja fotogrammeeritud. Puiduproovid dendroanalüüsiks võttis A.Läänelaid 28.08.2017.a.",ei,,,,Vt. Svjatoi Pjotr või Svjatoi Aleksander Nevski.,w_blue,red_circle,"Svjatoi (töönimi) , Raj. -  , suure, arvatavalt 18. saj. sõjalaeva vrakk, mis avanes 2017. aasta augustis Kadrioru rannikuosal, endise Tivoli lõbustuspargi alal Kiikri tn.2 kaevendis koordinaatides 59*26,572´N ja 24*47,052´E. Järelvalvearheoloog on Ants Kraut. Vraki paiknemiskoht on mõõdistatud, plaanistatud ja fotogrammeeritud. Puiduproovid dendroanalüüsiks võttis A.Läänelaid 28.08.2017.a. Vrakk on osaliselt lammutatud, selle kiil, kaarestik ning 2 tolli paksune välisplangutus on ligi 15 meetri pikkuselt ära viidud, kuid selle all, liiv-savisel merepõhjal on säilinud vraki põhjaosa kaitseks sinna naelutatud katteplangutus täies ulatuses. Georadari pildi järgi näib 11 m pikkuse vraki loodepoolne senini maetuna kaevandit katnud täitepinnase alla. Väljapuhastatud laevajäänuse pikkus on 21,6 ning laius 9,0 meetrit. Vraki kogupikkus küünib 33 meetrini ning selle massiivne ehitusviis lubab hinnata leidu suure purjesõjalaeva vrakiks. Dendroanalüüs lubab ehk kinnitada vraki kuulumist ühele 1760-ndail aastail Arhangelskis ehitatud suurtest liinilaevadest. (Vt. Svjatoi Pjotr või Svjatoi Aleksander Nevski.)"
,Laevavrakk,,,jah,27876,,,,,,,,,,,,,,,,,,,,,,,,,jah,59.28,23.4394444,,,,,,,,,,,,,,,,,,,,,,w_blue,,
3120,War Hawk,,,jah,29968,362,,Inglismaa,,19. sajand,parklaev,,,32,6.92,,,,,Vrakist pisut eemal lebab mere põhjas samasse perioodi kuuluv ankur.,"1853 - ehitamine
1863 - laevahukk
2004 - avastamine
09.11.2004 - allveevideoroboti ja ringskaneeriva sonari uuringud",,Rowland Williams,Kroonlinn-London,,Kroonlinn,London,nisu,,jah,59.5062,24.4439,,,,Suurupi poolsaare all,torm,1863,,Suurupi,poolsaar,"Laev jäi enne merele siirdumist Kroonlinna reidile ankrusse, et järgmisel päeval lõunatuulega teed alustada. Tugevaks tõusnud tuuled sundisid laeva reidile tagasi pöörama. Järgmisel hommikul mindi uuesti teele, kuid ilmastikuolud tingisid siiski õhtuhämaruses laeva kinnisõitmise Suurupi randa.  Meremehed pääsesid tervelt randa, kivide otsas olev laev aga vajus külili, hakkas lagunema ning triivis merele.",,,Madalaks kulunud,2004,Tuukritööde OÜ,09.11.2004 vaadati vrakk allveevideoroboti ja ringskaneeriva sonariga üle.,ei,,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 204.",w_blue,purple_circle,
3102,Galiott,,,jah,27873,,,,,18. sajand ?,galiott ?,,purjelaev,17.5,5.6,,,,,"Väikese ajaloolise purjelaeva, ilmselt galioti vrakk. Dateeritud 18. sajandi esimesse poolde.","18. sajandi I pool - arvatav ehitusaeg
september 2004 - avastamine
oktoober 2004 - vraki dokumenteerimine",,,,,,,õhukesed Lasnamäe paeplaadid,,jah,59.49,24.3396,,,,Suurupi poolsaare NW tipu lähistel,,,34,Suurupi poolsaar,poolsaar,,,,,2004,Andrei Ossiptšuk,"Vraki leidis A.Ossiptšuk 2004. aasta septembrikuus. Vrakk dokumenteeriti Meremuuseumi ja Tuukritööde OÜ poolt 2004.a. oktoobrikuus. Vrakil laadung õhukesi paekivitahvleid. Vrakilt leiti ka Hiina portselani, Hollandi fajanssi ja muid leide. Vrakil laadung Lasnamäe paeplaate. Sukeldumistest vrakile on tehtud videofilm.",jah,"Vrakil laadung õhukesi paekivitahvleid. Vrakilt leiti ka Hiina portselani, Hollandi fajanssi ja muid leide.",,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 174.
sonari pildid, videofilm, A345 lk.174-176, B Ossiptšuk, ringsonari pildid, videofilm",w_blue,purple_circle,"Galiott, Raj. III -  , väikese ajaloolise purjelaeva, ilmselt galioti vrakk Suurupi poolsaare vetes, 34 m sügavusel. Pikkus 17,5 ja laius 5,6 meetrit. Vrakil laadung Lasnamäe paeplaate. Sealt pärineb ka kollektsioon 18. saj. Lauanõusid ja muid leide. Sukeldumistest vrakile on tehtud videofilm. Koordinaadid 59*29.4000´N; 24*20,3760´E. Avastas A.Ossiptšuk 2004.a.Vt.ka Suurupi vrakk (sonari pildid, videofilm); Suurupi vrakk (galiott), Raj. III -   , Suurupi poolsaare NW tipu lähistel 34 m sügavusel lebav väiksema purjelaeva vrakk. Pikkus 17,5 m; laius 5,6 meetrit. Dateeritud 18. saj. esimesse poolde. Vrakil laadung õhukesi paekivitahvleid. Vrakilt leiti ka Hiina portselani ja Hollandi fajanssi. Vrakk dokumenteeriti Meremuuseumi ja Tuukritööde OÜ poolt 2004.a. oktoobrikuus. Vraki leidis A.Ossiptšuk sama aasta septembrikuus. (A345 lk.174-176, B Ossiptšuk, ringsonari pildid, videofilm)"
550,Kesse,,,jah,30733,,,,,,,,,18,6,,,,,"Eriotstarbelise laeva vrakk, dessantlaev.",2015 - avastamine,,,,,,,,,jah,58.6232,23.4264,,,,Kesselaiu lõunapoolse kalda all,,,6,Kesselaid,saarelähedane,,,,,2015,"EML ""Tasuja"" meeskond",2015.aasta Open Spirit miinitõrjeoperatsiooni käigus leidis Eesti Mereväe alus „Tasuja“.,ei,,,,B Villu Klesmann (kaptenmajor,w_blue,orange_circle,"Kesse, Raj. V - , 2015. aasta miinitõrjeoperatsiooni „Open Spirit“ käigus Kesselaiu lähistelt 6 meetri sügavuselt leitud 18 m pikkuse ja 6 meetri laiuse eriotstarbelise laeva vrakk koordinaatides 58*37,389´N; 23*25,585´E. Vraki leidis EML „Tasuja“. Info edastas mereväemajor Villu Klesmann. Vt.ka Dessantlaev.; Dessantlaev Raj. V - , 2015.aasta Open Spirit miinitõrjeoperatsiooni käigus leidis Eesti Mereväe alus „Tasuja“ Kesselaiu lõunapoolse kalda alt 18 m pikkuse ja 6 m laiuse dessantlaeva vraki. Koordinaadid 58*37,389´N; 23*25,585´E,sügavus 6 meetrit. (B Villu Klesmann (kaptenmajor), olemas sonari kujutis vrakist mitmes vaates ja aluse pikiläbilõike)  Vt.Kesse"
2333,Purekkari jaht,Nikolai ?,,jah,27867,,,,,19. sajand,,,purjelaev,21,4,,,,,Punasest puust jahi kere,"02.09.1860 - laevahukk, Eesti põhjarannik
30.07.2003 - avastamine",,,Peterburi-Tallinn,,Peterburi,Tallinn,rauakaup,,jah,59.6917,25.7021,,,,"Eesti põhjarannik, Juminda- või Purekkari neeme lähistel",torm,1860,,Juminda neem,neem,hukkus 2. septembril 1860.a. teel Peterburist rauakaubaga Tallinna. Meeskond pääses maale.,,,,2003,,"Leitud 30.07.2003.a., uuritud ja filmitud mõni aeg hiljem. 2003.a. sonariga avastatud. Kontrollitud Tuukritööde OÜ poolt. Identifitseerimata. Võimalik Nikolai.",ei,,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 161.

EAA.4924.1.6303, A345 lk.161-163 B Peremees",w_blue,red_circle,"Nikolai (2), Raj. II - , ka Purekkari jaht, hukkus 2. septembril 1860.a. teel Peterburist rauakaubaga Tallinna, Eesti põhjarannikul (Juminda- või Purekkari neeme lähistel) tugevas tormis. Meeskond pääses maale. Leitud 30.07.2003.a., uuritud ja filmitud mõni aeg hiljem. (EAA.4924.1.6303, A345 lk.161-163 B Peremees)"
,Laevavrakk,,,jah,30194,,,,,,,,,,,,,,,,,,,,,,,,,,59.4461111,24.7786111,,,,,,,,,,,,,,,,,,,,,,w_blue,,
59,Pärnu koge,,,ei,,470,,,,13./14. sajand,koge,kaubalaev,purjelaev,7.9,3.75,,,,,"C14 analüüs: 95,4% tõenäosusega pärineb puit ajavahemikust 1285-1398 AD (615+-35 BP). Täiendava C14 analüüsi vastused: 1250-1330 AD (660+-40 aastat). Plangutus: klinker. Koge-tüübile sarnanevad teised tunnused: klinkerplangutuse servade omavaheline ühendus seestpoolt kõveraks keeratud nin plangu sisse tagasi löödud naelte abil, plangutuse triivmaterjalina on kasutatud sammalt ning see on kinnitatud puitlati ja metallklambrite abil. Pardaplankude jätkamine erilise pika seose abil. Säilinud vrakiosa mõõtmed 7.90 m x 3.75 m, kogu vrakiosa hinnati vee all olevat mõõtmetega 8,50x3,50 m.","mai 1990 - avastamine
24.05.1990 - pinnaletõstetud vrakidetailide ja leiukoha esmane ülevaatus
14.06.1990 - leiukoha sondeerimine metallvarraste abil
20.-23.08.1990 - vraki osaline väljapuhastamine
10.-15.06.1991 - päästekaevamised ja ülestõstmine
2012 - eksponeerimine Pärnu muuseumis",,,,,,,,,üles tõstetud,58.3864667,24.4889667,,,,Pärnu jõe vasakkaldal asuva jahtklubi sadamasilla ääres,,,1-1.50,Pärnu,jõgi,,,Suund leiukohal: 90°-270°. Üles tõstetud.,,1990,,"Avastati Pärnu jõe vasakkaldal asuva jahtklubi uue sadamasilla-äärse jõesüvendamise käigus. 1990. aasta suvel uuriti korduvalt vraki pinnaletõstetud osi ning sukelduti leiukohale. 1.-15.06.1991 toimusid vrakil päästekaevamised ja selle ülestõstmine, mille teostas allveeklubi ""Süvala"". Väljatõstetud vraki mõõdistamise, uurimise ja laeva tüübi määramisega tegeles Meremuuseum.",jah,MM17223D,Keskaegne laevaleid Pärnu jõest. Aruanne vraki uurimise tulemustest. Eesti Meremuusem. 1991,,,w_blue,grn_circle,
732,Pilot,Pilot,,ei,,,,,1872,,aurik,abilaev,aurulaev,20.78,4.63,,45.92,,,,,,,,,,,,,,59.4899,24.5498,,,,,,,,,,,,,,,,,,,,,"A15 lk.48 nr.521, A81 lk.112",w_blue,purple_circle,"Pilot, Raj. VII -   , aurik, puksiir, ehit. Motala laevatehases 1872.a., 45,92 BRT  L=20,78 m  B=4,63 m   hukkus miinil Pärnu lahes 1915.a. Tõsteti üles ?  (A15 lk.48 nr.521, A81 lk.112)"
2335,Tšaika,Tšaika,,ei,,1085,,Soome,1949,20. sajand,kuunar,kaubalaev,mootorpurjekas,44.91,8.75,,330,,,"Bermuudakuunar, nn sotakorvauskuunar","1949 - ehitamine, Soome
1959 - mahakandmine",,,,,,,,,jah,59.5955,25.7088,,,,Loksa rand,lagunemine,1959,,Loksa,rannikulähedane,Aeti maha kantuna Loksa randa 1959.a.,,,,,,,ei,,,,"merekaardil, B Nordman,",w_blue,red_circle,"Tšaika, Raj. II - , mootorpurjekas, bermuudakuunar, nn. “sotakorvauskuunar”, ehit. Soomes 1949 330 BRT L=44,91 m  B=8,75 m, aeti maha kantuna Loksa randa 1959.a. (merekaardil, B Nordman,)"
62,Lodi 3,,,ei,,1207,,,,,lodi,,purjelaev,,,,,,,,,,,,,,,,,,58.00365,27.6293,58.0037,27.6293,,,,,,,,,,,,,,,ei,,,,,w_blue,,"vt MKA vrakiregister, märgitud kui ""teadmata"""
26,Lu-4,,,ei,,,,,,,,,,38,10,4,,,,Tundmatu vrakk,2012 - teade Meremuuseumile,,,,,,,,,jah,59.7653,24.5296,,,,"Naissaarest N pool, majandustsooni piiri ääres",,,77,Naissaar,saarelähedane,,,Suund 24°-204°,,,,,ei,,,,A Lutt 2012,w_blue,red_circle,"Lu-4, Raj. II -  , tundmatu vrakk Naissaarest N pool, majandustsooni piiri ääres, koordinaatides 59*45,9174´N; 24*31,7764´E, vraki suund 24*-204*, sügavus 77 m, mõõtmed 38x10x4 meetrit. (A Lutt 2012)"
731,Iris,Iris,,ei,,,,,,,,,,,,,,,,,"20.08.1915 - laevahukk
1921 - üles tõstmine",,,,,,,,,üles tõstetud,58.3667,24.4833,,,,Pärnu jõe suue,,1915,,Pärnu jõgi,jõesuue,Uputati sakslaste poolt Pärnu jõe suhu 20.08.1915. a.,,,,,,,jah,,,,A348,w_blue,grn_circle,"Iris, Raj. VII -  ,  uputati sakslaste poolt Pärnu jõe suhu 20.08.1915.a., tõsteti 1921.a. üles. (A348)"
2446,Ju-3,,,ei,,,,,,,,,purjelaev,29.00 ?,6.50 ?,,,,,Tundmatu purjelaev pika murdunud kliiverpoomiga.,2007 - avastamine,,,,,,,,,jah,59.7968,25.2108,,,,,,,,,,,,Suund: 350°-170°,,2007,Eesti Meremuuseum,Leitud Mare sonariga 2007. aastal.,ei,,,,"B Mäss, sonari pilt",w_blue,red_circle,"Ju-3 (kliiverpurj.), Raj. II – , tundmatu purjelaev mõõtudega ligikaudu 29 x 6,5 meetrit. Pika, murdunud kliiverpoomiga. Lebab suunaga 350*-170*. Leitud Mare sonariga 2007. aastal. (B Mäss, sonari pilt)"
,Torpeedokaater D-3,,,jah,30740,,,,,,,,,,,,,,,,,,,,,,,,,,59.5150167,27.6256167,,,,,,,,,,,,,,,,,,,,,,w_blue,wht_circle,
,Harilaiu vrakk,,,ei,,,,,,,,,,,,,,,,,"kevad 2000 - avastamine
2013 - koordinaatide määramine",,,,,,,,,jah,58.4962,21.8418,,,ligikaudne,"Saaremaal, Harilaiu otsas, Kiipsaare tuletorni lähedal",,,,Kiipsaare,rannikulähedane,,,,,2000,,Olemas asukohaskeem,ei,,,,,w_blue,ltblu_circle,"Harilaiu vrakk, Raj. VI -  , Saaremaal, Harilaiu otsas, Kiipsaare tuletorni lähedal, 2000.a. kevadel vee all nähtud laevajäänus. Olemas asukohaskeem. Vraki koordinaadid tuletorni lähistel 2013.a.58*29,770´N; 21*50,510´E. Vt.ka Kiipsaare vrakk (B Rajasaar)"
691,Volare,Volare,"Alta, Achernar, Vola, Tiger Bay",ei,,1089,,Kreeka,1957,20. sajand,tanker,sõjalaev,mootorlaev,149.36,19.56,,10859,,,maagivedaja,"1957 - ehitamine, Göteborg, Rootsi
29.11.1980 - laevahukk",,,,,,,,,lammutatud,58.1242,22.1217,,,,Saaremaa läänerannikul Kriimilaiu rannas,karilesõit,1980,,Kriimilaid,saarelähedane,Jooksis 1980. aasta 29. novembrils Saaewmaa läänerannikul Kriimilaiule kinni.,,,Lammutatud aja jooksul,,,,jah,Rooliratas Saaremaa koduloomuuseumis,,,"merekaardil, A247, B Mändmaa, fotod, A311 lk.116",mechanic,ltblu_circle,"Volare (ex Alta, Achernar, Vola, Tiger Bay), Raj. VI -   , mootorlaev, maagivedaja, ehitatud 1957 Göteborgis, 10.859 BRT, L=149,36 m  B=19,56m, jooksis 1980.aasta 29.novembril Saaremaa läänerannikul Krimmilaiule kinni. Lammutatud aja jooksul. Rooliratas Saaremaa koduloomuuseumis. (merekaardil, A247, B Mändmaa, fotod, A311 lk.116)"
332,Jelizaveta,Jelizaveta,,ei,,637,Balti laevastik,Venemaa,1906,20. sajand,aurik,kaubalaev,aurulaev,120.4,16.2,,4444,,,,"1906 - ehitamine, Dumbartorn McMIllan & Sons laevatehas, Inglismaa
I maailmasõda - sõjaväe transportlaev nr. 28
1934 - lammutamine",,,,,,,,,lammutatud,59.3451,23.7703,,,,"Krassi madala W poolne nõlv, pankranniku alune",lammutamine,1916,10-12,Krassi madal,madal,Laev torpedeeriti Saksa allveelaeva U-19 poolt 31.08.1916. Uppumise vältimiseks sõitis laev kinni Krässgrundi madala W poolsele nõlvale. Lammutati 1934. aastal. Mere põhja jäi Jelizaveta ligikaudu 100 meetri pikkune põhjaosa.,,,Pärast lammutamist on meres järgi ligikaudu 100 m pikkune põhjaosa,1985,"Eesti Meremuuseum ja allveearheoloogiaklubi ""Viikar""",Vrakki uurisid visuaalselt allveearheoloogiaklubi Viikar sukeldujad.,ei,,,,,mechanic,purple_circle,vt MKA vrakiregister
3170,portselanilaev,,,ei,,,,,,17./18. sajand ?,,,purjelaev,,,,,,,"Tugeva ehitusega merelaeva jäänused, ümarad täävid lubavad seostada vrakki mingi Hollandi algupära laevatüübiga. Vanus hinnanguliselt 17.-18. sajand.","1980ndad - arvatavalt sellelt laevalt välja traalitud portselan
05.07.1998 - avastamine
31.08.2000 - vraki ülevaatus, asukoha täpsustamine ja filmimine",,,,,,,,,jah,,,,,,Osmussaare SO kalda all,,,42-47,Osmussaar,saarelähedane,,,"Osaliselt mudasse mattunud, tugevasti võrkudega kaetud",,1998,Eesti Meremuuseum," 1998.a. 5.juulil Osmussaare SO kalda all, 42-47 m süg. sonariga avastatud vrakk. Oletatavasti sellelt pärineb Nõva kalurite poolt 1980. aastail (Liiva Villi) väljatraalitud Meisseni portselan. 31.augustil 2000.a. vrakk K.Peremehe ja A.Jürise poolt üle vaadatud, asukoht täpsusuatud, filmitud.",jah,Oletatavasti sellelt pärineb Nõva kalurite poolt 1980. aastail (Liiva Villi) väljatraalitud Meisseni portselan.,,,"B Tamberg, sonari pilt, slaid portselanist, videofilm",w_blue,purple_circle,"portselanilaev, Raj. III -   , 1998.a. 5.juulil Osmussaare SO kalda all, 42-47 m süg. sonariga avastatud vrakk. Oletatavasti sellelt pärineb Nõva kalurite poolt 1980. aastail (Liiva Villi) väljatraalitud Meisseni portselan. 31.augustil 2000.a. vrakk K.Peremehe ja A.Jürise poolt üle vaadatud, asukoht täpsusuatud, filmitud. Tegemist on tugevasti võrkudega kaetud, osaliselt mudasse mattunud tugeva ehitusega merelaeva jäänustega. Ümarad täävid lubavad seostada vrakki mingi Hollandi algupära laevatüübiga. Vanus hinnanguliselt 17.-18. sajand. (B Tamberg, sonari pilt, slaid portselanist, videofilm)"
,Heleena,,,ei,,,,,,19./20. sajand,,kaubalaev,purjelaev,,,,,,,,19./20. sajandi vahetus - laevahukk,,,,,,,tsement,,jah,,,,,,Juminda ja Tapurla vahel Keskvahe madalikul,torm,,,Keskvahe madal,madal,Hukkus tormis Juminda ja Tapurla vahel Keskvahe madalikul 19.saj. lõpul või 20.saj. algul.,,,,,,Vrakijäänus leidmata,ei,,,,,w_blue,,"Heleena, Raj. II -  , purjelaev, hukkus tormis Juminda ja Tapurla vahel Keskvahe madalikul 19.saj. lõpul või 20.saj. algul. Laadungiks oli tsement. Vrakijäänus leidmata. (A256)"
,Norra purjekas,,,ei,,,,,,,,,purjelaev,,,,,,,,"sügis 1918 - laevahukk
jaanuar-veebruar 1919 - laevavarustuse tõstmine Einby küla elanike poolt",,,,,,,,,jah,,,,,,"Noarootsi, Vormsi ja Hobulaiu vahel",miin ?,1918,,Hobulaid,saarelähedane,"Hukkus 1918. aasta sügisel, võimalik, et miinil.",,,,,,"Vraki leidis arvatavalt A.Ossiptšuk. Hiljem selgus, et vrakk on meregeoloogide uurimislaev Yoldia.",jah,,,,,w_blue,,"Norra purjekas, Raj. V -   , 1918.a. sügisel Noarootsi, Vormsi ja Hobulaiu vahel (miinil?) hukkunud väike purjelaev. Sellelt tõstsid Einby küla elanikud 1919.a. jaanuaris-veebruaris laevavarustust. Vraki leidis arvatavalt A.Ossiptšuk. Hiljem selgus, et vrakk on meregeoloogide uurimislaev Yoldia (B Ossiptšuk, Lutt, A321 )"
417,River Clyde,River Clyde,,ei,,941,,Inglismaa,1882,19. sajand,,kaubalaev,purjelaev,31 ?,,,962,,,,"1882 - ehitamine, Dumbarton
27.06.1893 - laevahukk
04.07.2012 - avastamine
29.07.2012 - ringskaneeriva sonari ja ROV-uuringud",,,,,,,,,jah,58.8346,21.7839,58.8347,21.7837,,"10 miili RRostnast SW, Ristna neemest 9,7 miili 237°",,1893,45 või 50 ?,Ristna,neem,Miramar Ship Indexi andmeil hukkus Dagerorti juures 27.6.1893.,,,"Üsna lagunenud, tekk ja taglas puuduvad täielikult.",2012,Eesti Meremuuseum,"04.07.2012.a. salvestas ligi 50 meetri sügavusel lebava vraki külgvaatesonariga Meremuuseumi uurimislaev Mare, 29.07.2012.a. uuris purjekat ringsonari ja ROV abil K.Peremees. Vajab identifitseerimist. Olemas sonari kujutis ja videofilm.",ei,,,,"A 386, B Koppelman, Lutt 2012, olemas sonari kujutis ja videofilm, K.Peremees;B Lutt, Peremees",w_blue,pink_circle,"River Clyde,  Raj. IV -  , 1882. aastal Dumbartonis ehitatud tundmatut tüüpi Briti kaubalaev mahutavusega 962 brt. Miramar Ship Indexi andmeil hukkus Dagerorti juures 27.6.1893. aastal.Mõningail andmeil lebab ligikaudu 45 m sügavusel 10 miili Ristnast SW. Selle võimalik vrakk leiti 2012.aastal koordinaatides 58*50,0769´N; 21*47,0343´E. (A 386, B Koppelman, Lutt 2012, olemas sonari kujutis ja videofilm, K.Peremees); Lutt 3, Raj. IV -  , tundmatu purjelaeva vrakk Ristna neemest 9,7 miili 237*. Koordinaadid 58*50,0769´N; 21*47,0343´E. Ligikaudu 31 meetri pikkune vrakk on üsna lagunenud. Tekk ja taglas puuduvad täielikult. 04.07.2012.a. salvestas ligi 50 meetri sügavusel lebava vraki külgvaatesonariga Meremuuseumi uurimislaev Mare, 29.07.2012.a. uuris purjekat ringsonari ja ROV abil K.Peremees. Vajab identifitseerimist. (B Lutt, Peremees)"
